"Downloaded on",02/27/2024,"22:09:49 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22search%22%3A%22gun%22%2C%22congress%22%3A%5B%22117%22%2C%22116%22%2C%22115%22%2C%22114%22%2C%22113%22%2C%22112%22%2C%22111%22%2C%22110%22%2C%22109%22%2C%22108%22%2C%22107%22%5D%2C%22source%22%3A%22legislation%22%2C%22bill-status%22%3A%22all%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title
"H.R. 4380",https://www.congress.gov/bill/113th-congress/house-bill/4380,"113th Congress (2013-2014)","Gun Confiscation and Registration Prevention Act"
"H.R. 722",https://www.congress.gov/bill/113th-congress/house-bill/722,"113th Congress (2013-2014)","Detectives Nemorin and Andrews Anti-Gun Trafficking Act of 2013"
"S. 1603",https://www.congress.gov/bill/113th-congress/senate-bill/1603,"113th Congress (2013-2014)","Gun Lake Trust Land Reaffirmation Act"
"H.R. 965",https://www.congress.gov/bill/113th-congress/house-bill/965,"113th Congress (2013-2014)","To prohibit the possession or transfer of junk guns, also known as Saturday Night Specials."
"H.R. 2910",https://www.congress.gov/bill/113th-congress/house-bill/2910,"113th Congress (2013-2014)","Gun Violence Prevention and Reduction Act of 2013"
"H.R. 452",https://www.congress.gov/bill/113th-congress/house-bill/452,"113th Congress (2013-2014)","Gun Trafficking Prevention Act of 2013"
"H.Con.Res. 102",https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/102,"113th Congress (2013-2014)","Expressing support for designation of June 21 as National ASK (Asking Saves Kids) Day to promote children's health and gun safety."
"H.R. 332",https://www.congress.gov/bill/113th-congress/house-bill/332,"113th Congress (2013-2014)","Equal Access to Justice for Victims of Gun Violence Act"
"S. 179",https://www.congress.gov/bill/113th-congress/senate-bill/179,"113th Congress (2013-2014)","Gun Trafficking Prevention Act of 2013"
"H.R. 2465",https://www.congress.gov/bill/113th-congress/house-bill/2465,"113th Congress (2013-2014)","To require the Surgeon General of the Public Health Service to submit to Congress an annual report on the effects of gun violence on public health."
"H.R. 4707",https://www.congress.gov/bill/113th-congress/house-bill/4707,"113th Congress (2013-2014)","To authorize the appropriation of funds to the Centers for Disease Control and Prevention for conducting or supporting research on firearms safety or gun violence prevention."
"S. 2105",https://www.congress.gov/bill/113th-congress/senate-bill/2105,"113th Congress (2013-2014)","Gun-Owner Registration Information Protection Act"
"S. 2373",https://www.congress.gov/bill/113th-congress/senate-bill/2373,"113th Congress (2013-2014)","A bill to authorize the appropriation of funds to the Centers for Disease Control and Prevention for conducting or supporting research on firearms safety or gun violence prevention."
"S. 374",https://www.congress.gov/bill/113th-congress/senate-bill/374,"113th Congress (2013-2014)","Fix Gun Checks Act of 2013"
"H.R. 3018",https://www.congress.gov/bill/113th-congress/house-bill/3018,"113th Congress (2013-2014)","Gun Violence Prevention and Safe Communities Act of 2013"
"H.R. 236",https://www.congress.gov/bill/113th-congress/house-bill/236,"113th Congress (2013-2014)","Crackdown on Deadbeat Gun Dealers Act of 2013"
"H.R. 3933",https://www.congress.gov/bill/113th-congress/house-bill/3933,"113th Congress (2013-2014)","Protecting Gun Owners in Bankruptcy Act of 2014"
"H.R. 4946",https://www.congress.gov/bill/113th-congress/house-bill/4946,"113th Congress (2013-2014)","Crime Gun Tracing Act"
"S. 903",https://www.congress.gov/bill/113th-congress/senate-bill/903,"113th Congress (2013-2014)","Alien Gun Violence Prevention Act of 2013"
"S. 1337",https://www.congress.gov/bill/113th-congress/senate-bill/1337,"113th Congress (2013-2014)","Crime Gun Tracing Act of 2013"
"H.R. 4405",https://www.congress.gov/bill/113th-congress/house-bill/4405,"113th Congress (2013-2014)","Preventing Gun Violence Act"
"H.R. 1728",https://www.congress.gov/bill/113th-congress/house-bill/1728,"113th Congress (2013-2014)","Enforce Existing Gun Laws Act"
"S. 2676",https://www.congress.gov/bill/113th-congress/senate-bill/2676,"113th Congress (2013-2014)","Domestic Violence Gun Homicide Prevention Act of 2014"
"H.R. 21",https://www.congress.gov/bill/113th-congress/house-bill/21,"113th Congress (2013-2014)","NRA Members' Gun Safety Act of 2013"
"H.R. 137",https://www.congress.gov/bill/113th-congress/house-bill/137,"113th Congress (2013-2014)","Fix Gun Checks Act of 2013"
"H.R. 2277",https://www.congress.gov/bill/113th-congress/house-bill/2277,"113th Congress (2013-2014)","To eliminate the sporting purposes distinction in the gun laws."
"H.R. 227",https://www.congress.gov/bill/113th-congress/house-bill/227,"113th Congress (2013-2014)","Buyback Our Safety Act"
"H.R. 1883",https://www.congress.gov/bill/113th-congress/house-bill/1883,"113th Congress (2013-2014)","Secure Firearms Act of 2013"
"H.R. 321",https://www.congress.gov/bill/113th-congress/house-bill/321,"113th Congress (2013-2014)","Firearm Safety and Public Health Research Act of 2013"
"H.R. 4806",https://www.congress.gov/bill/113th-congress/house-bill/4806,"113th Congress (2013-2014)","Pause for Safety Act of 2014"
"S. 2445",https://www.congress.gov/bill/113th-congress/senate-bill/2445,"113th Congress (2013-2014)","Pause for Safety Act of 2014"
"H.R. 2625",https://www.congress.gov/bill/113th-congress/house-bill/2625,"113th Congress (2013-2014)","Student Protection Act"
"H.R. 133",https://www.congress.gov/bill/113th-congress/house-bill/133,"113th Congress (2013-2014)","Citizens Protection Act of 2013"
"S. 1290",https://www.congress.gov/bill/113th-congress/senate-bill/1290,"113th Congress (2013-2014)","Protecting Domestic Violence and Stalking Victims Act of 2013"
"H.R. 5093",https://www.congress.gov/bill/113th-congress/house-bill/5093,"113th Congress (2013-2014)","Children's Firearm Marketing Safety Act"
"H.R. 3689",https://www.congress.gov/bill/113th-congress/house-bill/3689,"113th Congress (2013-2014)","To restore Second Amendment rights in the District of Columbia."
"H.R. 1914",https://www.congress.gov/bill/113th-congress/house-bill/1914,"113th Congress (2013-2014)","Preventing Victims of Stalking Act of 2013"
"S. 2",https://www.congress.gov/bill/113th-congress/senate-bill/2,"113th Congress (2013-2014)","Sandy Hook Elementary School Violence Reduction Act"
"S. 130",https://www.congress.gov/bill/113th-congress/senate-bill/130,"113th Congress (2013-2014)","Powell Shooting Range Land Conveyance Act"
"H.R. 793",https://www.congress.gov/bill/113th-congress/house-bill/793,"113th Congress (2013-2014)","Firearm Safety and Buyback Grant Act of 2013"
"S. 649",https://www.congress.gov/bill/113th-congress/senate-bill/649,"113th Congress (2013-2014)","Safe Communities, Safe Schools Act of 2013"
"H.R. 2959",https://www.congress.gov/bill/113th-congress/house-bill/2959,"113th Congress (2013-2014)","National Right-to-Carry Reciprocity Act of 2013"
"H.R. 1565",https://www.congress.gov/bill/113th-congress/house-bill/1565,"113th Congress (2013-2014)","Public Safety and Second Amendment Rights Protection Act of 2013"
"H.R. 1605",https://www.congress.gov/bill/113th-congress/house-bill/1605,"113th Congress (2013-2014)","Public Safety and Second Amendment Rights Protection Act of 2013"
"H.R. 1290",https://www.congress.gov/bill/113th-congress/house-bill/1290,"113th Congress (2013-2014)","To amend chapter 44 of title 18, United States Code, to more comprehensively address the interstate transportation of firearms or ammunition."
"H.R. 4783",https://www.congress.gov/bill/113th-congress/house-bill/4783,"113th Congress (2013-2014)","Promoting Healthy Minds for Safer Communities Act of 2014"
"S. 2872",https://www.congress.gov/bill/113th-congress/senate-bill/2872,"113th Congress (2013-2014)","Promoting Healthy Minds for Safer Communities Act of 2014"
"S. 150",https://www.congress.gov/bill/113th-congress/senate-bill/150,"113th Congress (2013-2014)","Assault Weapons Ban of 2013"
"H.R. 437",https://www.congress.gov/bill/113th-congress/house-bill/437,"113th Congress (2013-2014)","Assault Weapons Ban of 2013"
"H.R. 35",https://www.congress.gov/bill/113th-congress/house-bill/35,"113th Congress (2013-2014)","Safe Schools Act of 2013"
"H.R. 661",https://www.congress.gov/bill/113th-congress/house-bill/661,"113th Congress (2013-2014)","Tiahrt Restrictions Repeal Act"
"H.R. 3199",https://www.congress.gov/bill/113th-congress/house-bill/3199,"113th Congress (2013-2014)","Safe Military Bases Act"
"H.R. 4199",https://www.congress.gov/bill/113th-congress/house-bill/4199,"113th Congress (2013-2014)","To name the Department of Veterans Affairs medical center in Waco, Texas, as the ""Doris Miller Department of Veterans Affairs Medical Center""."
"H.R. 5315",https://www.congress.gov/bill/113th-congress/house-bill/5315,"113th Congress (2013-2014)","To authorize the President to transfer certain military equipment to the Government of Ukraine, and for other purposes."
"H.Res. 732",https://www.congress.gov/bill/113th-congress/house-resolution/732,"113th Congress (2013-2014)","Expressing the sense of the House of Representatives that mandates imposed on manufacturers requiring inclusion of unproven and unreliable technology in firearms is costly and punitive, and the prohibition of firearms without such features is an infringement on the rights of citizens under the Second Amendment."
"H.R. 674",https://www.congress.gov/bill/113th-congress/house-bill/674,"113th Congress (2013-2014)","Rota Cultural and Natural Resources Study Act"
"H.Res. 35",https://www.congress.gov/bill/113th-congress/house-resolution/35,"113th Congress (2013-2014)","Expressing no confidence in the Attorney General of the United States and calling for his immediate resignation."
"H.R. 772",https://www.congress.gov/bill/113th-congress/house-bill/772,"113th Congress (2013-2014)","To promote peaceful and collaborative resolution of the South China Sea dispute."
"H.Res. 635",https://www.congress.gov/bill/113th-congress/house-resolution/635,"113th Congress (2013-2014)","Dog Ate My Tax Receipts Resolution"
"S. 1908",https://www.congress.gov/bill/113th-congress/senate-bill/1908,"113th Congress (2013-2014)","Constitutional Concealed Carry Reciprocity Act of 2014"
"H.R. 578",https://www.congress.gov/bill/113th-congress/house-bill/578,"113th Congress (2013-2014)","Respecting States' Rights and Concealed Carry Reciprocity Act of 2013"
"S. 2128",https://www.congress.gov/bill/113th-congress/senate-bill/2128,"113th Congress (2013-2014)","A bill to name the Department of Veterans Affairs medical center in Waco, Texas, as the ""Doris Miller Department of Veterans Affairs Medical Center""."
"H.Res. 134",https://www.congress.gov/bill/113th-congress/house-resolution/134,"113th Congress (2013-2014)","Condemning the Democratic People's Republic of Korea for its continuing acts of aggression, its expressed intent to break the July 10, 1953, Korean War Armistice Agreement, and for its repeated violations of United Nations Security Council resolutions."
"S.Res. 69",https://www.congress.gov/bill/113th-congress/senate-resolution/69,"113th Congress (2013-2014)","A resolution calling for the protections of religious minority rights and freedoms in the Arab world."
"H.Res. 40",https://www.congress.gov/bill/113th-congress/house-resolution/40,"113th Congress (2013-2014)","Expressing the sense of the House of Representatives that active duty military personnel who are stationed or residing in the District of Columbia should be permitted to exercise fully their rights under the Second Amendment to the Constitution of the United States."
"H.Res. 106",https://www.congress.gov/bill/113th-congress/house-resolution/106,"113th Congress (2013-2014)","Calling for the protection of religious minority rights and freedoms in the Arab world."
"H.R. 427",https://www.congress.gov/bill/113th-congress/house-bill/427,"113th Congress (2013-2014)","Trafficking Reduction And Criminal Enforcement (TRACE) Act"
"H.Res. 707",https://www.congress.gov/bill/113th-congress/house-resolution/707,"113th Congress (2013-2014)","Condemning all forms of anti-Semitism and rejecting attempts to justify anti-Jewish hatred or violent attacks as an acceptable expression of disapproval or frustration over political events in the Middle East or elsewhere."
"H.Res. 608",https://www.congress.gov/bill/113th-congress/house-resolution/608,"113th Congress (2013-2014)","Condemning the senseless rampage and mass shooting that took place in Isla Vista, California, on Friday, May 23, 2014."
"S. 174",https://www.congress.gov/bill/113th-congress/senate-bill/174,"113th Congress (2013-2014)","Ammunition Background Check Act of 2013"
"H.Res. 714",https://www.congress.gov/bill/113th-congress/house-resolution/714,"113th Congress (2013-2014)","To reaffirm the strong support of the United States Government for the peaceful and collaborative resolution of maritime and jurisdictional disputes in the South China Sea and the East China Sea as provided for by universally recognized principles of international law, and to reaffirm the vital interest of the United States in freedom of navigation and other internationally lawful uses of sea and airspace in the Asia-Pacific region."
"H.R. 5454",https://www.congress.gov/bill/113th-congress/house-bill/5454,"113th Congress (2013-2014)","Targeted Use of Sanctions for Killing Elephants in Their Range Act of 2014"
"H.R. 449",https://www.congress.gov/bill/113th-congress/house-bill/449,"113th Congress (2013-2014)","Veterans' Heritage Firearms Act of 2013"
"H.R. 3335",https://www.congress.gov/bill/113th-congress/house-bill/3335,"113th Congress (2013-2014)","Firearms Interstate Commerce Reform Act"
"H.R. 5747",https://www.congress.gov/bill/113th-congress/house-bill/5747,"113th Congress (2013-2014)","To authorize the direct provision of defense articles, defense services, and related training to the Kurdistan Regional Government, and for other purposes."
"H.R. 5647",https://www.congress.gov/bill/113th-congress/house-bill/5647,"113th Congress (2013-2014)","UNRWA Anti-Terrorism Act"
"H.R. 34",https://www.congress.gov/bill/113th-congress/house-bill/34,"113th Congress (2013-2014)","Blair Holt's Firearm Licensing and Record of Sale Act of 2013"
"S. 2254",https://www.congress.gov/bill/113th-congress/senate-bill/2254,"113th Congress (2013-2014)","COPS Improvements Act of 2014"
"H.R. 673",https://www.congress.gov/bill/113th-congress/house-bill/673,"113th Congress (2013-2014)","North Korea Sanctions and Diplomatic Nonrecognition Act of 2013"
"S. 1038",https://www.congress.gov/bill/113th-congress/senate-bill/1038,"113th Congress (2013-2014)","End Racial Profiling Act of 2013"
"H.R. 2851",https://www.congress.gov/bill/113th-congress/house-bill/2851,"113th Congress (2013-2014)","End Racial Profiling Act of 2013"
"S. 2277",https://www.congress.gov/bill/113th-congress/senate-bill/2277,"113th Congress (2013-2014)","Russian Aggression Prevention Act of 2014"
"S. 1197",https://www.congress.gov/bill/113th-congress/senate-bill/1197,"113th Congress (2013-2014)","National Defense Authorization Act for Fiscal Year 2014"
"S. 1101",https://www.congress.gov/bill/113th-congress/senate-bill/1101,"113th Congress (2013-2014)","Every Child Ready for College or Career Act of 2013"
"H.R. 4495",https://www.congress.gov/bill/113th-congress/house-bill/4495,"113th Congress (2013-2014)","Asia-Pacific Region Priority Act"
"H.R. 808",https://www.congress.gov/bill/113th-congress/house-bill/808,"113th Congress (2013-2014)","Department of Peacebuilding Act of 2013"
"S. 1284",https://www.congress.gov/bill/113th-congress/senate-bill/1284,"113th Congress (2013-2014)","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2014"
"H.R. 1860",https://www.congress.gov/bill/113th-congress/house-bill/1860,"113th Congress (2013-2014)","Criminal Code Modernization and Simplification Act of 2013"
"S. 2410",https://www.congress.gov/bill/113th-congress/senate-bill/2410,"113th Congress (2013-2014)","Carl Levin National Defense Authorization Act for Fiscal Year 2015"
"H.R. 3304",https://www.congress.gov/bill/113th-congress/house-bill/3304,"113th Congress (2013-2014)","National Defense Authorization Act for Fiscal Year 2014"
"H.Res. 441",https://www.congress.gov/bill/113th-congress/house-resolution/441,"113th Congress (2013-2014)","Providing for the concurrence by the House in the Senate amendments to H.R. 3304, with an amendment."
"S. 2437",https://www.congress.gov/bill/113th-congress/senate-bill/2437,"113th Congress (2013-2014)","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2015"
"H.R. 1960",https://www.congress.gov/bill/113th-congress/house-bill/1960,"113th Congress (2013-2014)","National Defense Authorization Act for Fiscal Year 2014"
"H.R. 4435",https://www.congress.gov/bill/113th-congress/house-bill/4435,"113th Congress (2013-2014)","Howard P. ""Buck"" McKeon National Defense Authorization Act for Fiscal Year 2015"
"H.R. 3155",https://www.congress.gov/bill/113th-congress/house-bill/3155,"113th Congress (2013-2014)","United Nations Transparency, Accountability, and Reform Act of 2013"
"H.R. 2124",https://www.congress.gov/bill/113th-congress/house-bill/2124,"113th Congress (2013-2014)","Keeping the Promise of IRCA Act"
"H.R. 3979",https://www.congress.gov/bill/113th-congress/house-bill/3979,"113th Congress (2013-2014)","Carl Levin and Howard P. ""Buck"" McKeon National Defense Authorization Act for Fiscal Year 2015"
"H.R. 4660",https://www.congress.gov/bill/113th-congress/house-bill/4660,"113th Congress (2013-2014)","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2015"
"S. 1329",https://www.congress.gov/bill/113th-congress/senate-bill/1329,"113th Congress (2013-2014)","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2014"
"H.R. 1068",https://www.congress.gov/bill/113th-congress/house-bill/1068,"113th Congress (2013-2014)","To enact title 54, United States Code, ""National Park Service and Related Programs"", as positive law."
"H.R. 3895",https://www.congress.gov/bill/113th-congress/house-bill/3895,"113th Congress (2013-2014)","EXPAND Act"
"S. 1094",https://www.congress.gov/bill/113th-congress/senate-bill/1094,"113th Congress (2013-2014)","Strengthening America's Schools Act of 2013"
"H.R. 5",https://www.congress.gov/bill/113th-congress/house-bill/5,"113th Congress (2013-2014)","Student Success Act"
"H.R. 3547",https://www.congress.gov/bill/113th-congress/house-bill/3547,"113th Congress (2013-2014)","Consolidated Appropriations Act, 2014"
"H.R. 83",https://www.congress.gov/bill/113th-congress/house-bill/83,"113th Congress (2013-2014)","Consolidated and Further Continuing Appropriations Act, 2015"
"S. 2289",https://www.congress.gov/bill/113th-congress/senate-bill/2289,"113th Congress (2013-2014)","National Defense Authorization Act for Fiscal Year 2015"
"S. 1034",https://www.congress.gov/bill/113th-congress/senate-bill/1034,"113th Congress (2013-2014)","National Defense Authorization Act for Fiscal Year 2014"
"H.R. 933",https://www.congress.gov/bill/113th-congress/house-bill/933,"113th Congress (2013-2014)","Consolidated and Further Continuing Appropriations Act, 2013"
"S. 309",https://www.congress.gov/bill/113th-congress/senate-bill/309,"113th Congress (2013-2014)","A bill to award a Congressional Gold Medal to the World War II members of the Civil Air Patrol."
"H.R. 755",https://www.congress.gov/bill/113th-congress/house-bill/755,"113th Congress (2013-2014)","To award a Congressional Gold Medal to the World War II members of the Civil Air Patrol."
"H.R. 227",https://www.congress.gov/bill/112th-congress/house-bill/227,"112th Congress (2011-2012)","Child Gun Safety and Gun Access Prevention Act of 2011"
"H.R. 591",https://www.congress.gov/bill/112th-congress/house-bill/591,"112th Congress (2011-2012)","Gun Show Loophole Closing Act of 2011"
"S. 35",https://www.congress.gov/bill/112th-congress/senate-bill/35,"112th Congress (2011-2012)","Gun Show Background Check Act of 2011"
"H.R. 6195",https://www.congress.gov/bill/112th-congress/house-bill/6195,"112th Congress (2011-2012)","Detectives Nemorin and Andrews Anti-Gun Trafficking Act of 2012"
"S. 1973",https://www.congress.gov/bill/112th-congress/senate-bill/1973,"112th Congress (2011-2012)","Gun Trafficking Prevention Act of 2012"
"H.R. 4063",https://www.congress.gov/bill/112th-congress/house-bill/4063,"112th Congress (2011-2012)","Guns-Free National Parks Act of 2012"
"H.R. 2554",https://www.congress.gov/bill/112th-congress/house-bill/2554,"112th Congress (2011-2012)","Stop Gun Trafficking and Strengthen Law Enforcement Act of 2011"
"H.R. 1181",https://www.congress.gov/bill/112th-congress/house-bill/1181,"112th Congress (2011-2012)","Protecting Gun Owners in Bankruptcy Act of 2011"
"H.R. 1552",https://www.congress.gov/bill/112th-congress/house-bill/1552,"112th Congress (2011-2012)","Preventing Gun Violence Act"
"H.R. 1781",https://www.congress.gov/bill/112th-congress/house-bill/1781,"112th Congress (2011-2012)","Fix Gun Checks Act of 2011"
"S. 436",https://www.congress.gov/bill/112th-congress/senate-bill/436,"112th Congress (2011-2012)","Fix Gun Checks Act of 2011"
"H.R. 6725",https://www.congress.gov/bill/112th-congress/house-bill/6725,"112th Congress (2011-2012)","NRA Members' Gun Safety Act of 2012"
"H.R. 2613",https://www.congress.gov/bill/112th-congress/house-bill/2613,"112th Congress (2011-2012)","Citizens Protection Act of 2011"
"H.R. 645",https://www.congress.gov/bill/112th-congress/house-bill/645,"112th Congress (2011-2012)","Second Amendment Enforcement Act"
"S. 2205",https://www.congress.gov/bill/112th-congress/senate-bill/2205,"112th Congress (2011-2012)","Second Amendment Sovereignty Act of 2012"
"H.R. 5846",https://www.congress.gov/bill/112th-congress/house-bill/5846,"112th Congress (2011-2012)","Second Amendment Sovereignty Act of 2012"
"S. 2015",https://www.congress.gov/bill/112th-congress/senate-bill/2015,"112th Congress (2011-2012)","Powell Shooting Range Land Conveyance Act"
"H.R. 6520",https://www.congress.gov/bill/112th-congress/house-bill/6520,"112th Congress (2011-2012)","No Taxpayer-Funded Lobbying Act"
"H.R. 4269",https://www.congress.gov/bill/112th-congress/house-bill/4269,"112th Congress (2011-2012)","To amend chapter 44 of title 18, United States Code, to more comprehensively address the interstate transportation of firearms or ammunition."
"H.R. 2615",https://www.congress.gov/bill/112th-congress/house-bill/2615,"112th Congress (2011-2012)","Second Amendment Protection Act of 2011"
"H.R. 2252",https://www.congress.gov/bill/112th-congress/house-bill/2252,"112th Congress (2011-2012)","Citizens' Self-Defense Act of 2011"
"H.Res. 490",https://www.congress.gov/bill/112th-congress/house-resolution/490,"112th Congress (2011-2012)","Expressing no confidence in the Attorney General of the United States."
"H.R. 1141",https://www.congress.gov/bill/112th-congress/house-bill/1141,"112th Congress (2011-2012)","Rota Cultural and Natural Resources Study Act"
"S. 1959",https://www.congress.gov/bill/112th-congress/senate-bill/1959,"112th Congress (2011-2012)","Haqqani Network Terrorist Designation Act of 2012"
"H.R. 3543",https://www.congress.gov/bill/112th-congress/house-bill/3543,"112th Congress (2011-2012)","National Right-to-Carry Reciprocity Act of 2011"
"H.Res. 495",https://www.congress.gov/bill/112th-congress/house-resolution/495,"112th Congress (2011-2012)","Recognizing the November 5, 2009, attack on Fort Hood, Texas, as an act of radical Islamic terrorism and Jihad."
"H.R. 822",https://www.congress.gov/bill/112th-congress/house-bill/822,"112th Congress (2011-2012)","National Right-to-Carry Reciprocity Act of 2011"
"S.Res. 246",https://www.congress.gov/bill/112th-congress/senate-resolution/246,"112th Congress (2011-2012)","A resolution recognizing and commending the 2011 National Veterans Wheelchair Games, to be held in Pittsburgh, Pennsylvania August 1, through August 6, 2011."
"H.Res. 187",https://www.congress.gov/bill/112th-congress/house-resolution/187,"112th Congress (2011-2012)","Supporting the goals and ideals of National Public Health Week."
"S.Res. 125",https://www.congress.gov/bill/112th-congress/senate-resolution/125,"112th Congress (2011-2012)","A resolution supporting the goals and ideals of National Public Health Week."
"H.Res. 352",https://www.congress.gov/bill/112th-congress/house-resolution/352,"112th Congress (2011-2012)","Calling for a peaceful and collaborative resolution of maritime territorial disputes in the South China Sea and its environs and other maritime areas adjacent to the East Asian mainland."
"S.Res. 150",https://www.congress.gov/bill/112th-congress/senate-resolution/150,"112th Congress (2011-2012)","A resolution calling for the protection of religious minority rights and freedoms in the Arab world."
"H.Res. 532",https://www.congress.gov/bill/112th-congress/house-resolution/532,"112th Congress (2011-2012)","Expressing the sense of the House of Representatives that the President of the United States should appoint a special counsel to investigate Operation Fast and Furious and the Attorney General's knowledge and management of Operation Fast and Furious."
"H.R. 4485",https://www.congress.gov/bill/112th-congress/house-bill/4485,"112th Congress (2011-2012)","Credible Military Option to Counter Iran Act"
"H.Res. 612",https://www.congress.gov/bill/112th-congress/house-resolution/612,"112th Congress (2011-2012)","Honoring the life of 17-year-old, Trayvon Martin, urging the State of Florida and others to repeal the Stand Your Ground law, and admonishing involved parties to pursue full investigations into all homicides, regardless of defenses asserted by the offender."
"S. 798",https://www.congress.gov/bill/112th-congress/senate-bill/798,"112th Congress (2011-2012)","Veterans' Heritage Firearms Act of 2011"
"H.R. 6313",https://www.congress.gov/bill/112th-congress/house-bill/6313,"112th Congress (2011-2012)","To promote peaceful and collaborative resolution of maritime territorial disputes in the South China Sea and its environs and other maritime areas adjacent to the East Asian mainland."
"H.R. 2600",https://www.congress.gov/bill/112th-congress/house-bill/2600,"112th Congress (2011-2012)","National Pediatric Acquired Brain Injury Plan Act of 2011"
"H.R. 6036",https://www.congress.gov/bill/112th-congress/house-bill/6036,"112th Congress (2011-2012)","Haqqani Network Terrorist Designation Act of 2012"
"H.R. 420",https://www.congress.gov/bill/112th-congress/house-bill/420,"112th Congress (2011-2012)","Veterans' Heritage Firearms Act of 2011"
"H.R. 367",https://www.congress.gov/bill/112th-congress/house-bill/367,"112th Congress (2011-2012)","Freedom to Serve Without Fear Act of 2011"
"S. 1691",https://www.congress.gov/bill/112th-congress/senate-bill/1691,"112th Congress (2011-2012)","Firearms Interstate Commerce Reform Act"
"S.Res. 148",https://www.congress.gov/bill/112th-congress/senate-resolution/148,"112th Congress (2011-2012)","A resolution calling on the President to submit to Congress a detailed description of United States policy objectives in Libya, both during and after Muammar Qaddafi's rule, and a plan to achieve them, and to seek congressional authorization for the use of military force against Libya."
"H.R. 2065",https://www.congress.gov/bill/112th-congress/house-bill/2065,"112th Congress (2011-2012)","Second Chance for Ex-Offenders Act of 2011"
"H.Res. 429",https://www.congress.gov/bill/112th-congress/house-resolution/429,"112th Congress (2011-2012)","Expressing the sense of the House of Representatives that the Western Hemisphere should be included in the Administration's 2012 National Strategy for Counterterrorism's ""Area of Focus"", with specific attention on the counterterrorism threat to the homeland emanating from Iran's growing presence and activity in the Western Hemisphere, and for other purposes."
"H.R. 58",https://www.congress.gov/bill/112th-congress/house-bill/58,"112th Congress (2011-2012)","Firearms Interstate Commerce Reform Act"
"H.R. 3131",https://www.congress.gov/bill/112th-congress/house-bill/3131,"112th Congress (2011-2012)","To direct the Secretary of State to submit a report on whether any support organization that participated in the planning or execution of the recent Gaza flotilla attempt should be designated as a foreign terrorist organization and any actions taken by the Department of State to express gratitude to the government of Greece for preventing the Gaza flotilla from setting sail in contravention of Israel's legal blockade of Gaza, and for other purposes."
"H.Res. 164",https://www.congress.gov/bill/112th-congress/house-resolution/164,"112th Congress (2011-2012)","Expressing the condolences of the House of Representatives to the people of the Islamic Republic of Pakistan upon the assassination of Shahbaz Bhatti, Minister for Minorities, who courageously advocated for religious freedom and tolerance in Pakistan and calling on the United States to renew its efforts with international partners in the Human Rights Council and the United Nations General Assembly to promote religious freedom and tolerance in accordance with international human rights standards."
"H.R. 6680",https://www.congress.gov/bill/112th-congress/house-bill/6680,"112th Congress (2011-2012)","Blair Holt's Firearm Licensing and Record of Sale Act of 2012"
"H.R. 1093",https://www.congress.gov/bill/112th-congress/house-bill/1093,"112th Congress (2011-2012)","Bureau of Alcohol, Tobacco, Firearms, and Explosives Reform Act of 2011"
"H.R. 1896",https://www.congress.gov/bill/112th-congress/house-bill/1896,"112th Congress (2011-2012)","COPS Improvements Act of 2011"
"S. 207",https://www.congress.gov/bill/112th-congress/senate-bill/207,"112th Congress (2011-2012)","COPS Improvements Act of 2011"
"H.R. 1321",https://www.congress.gov/bill/112th-congress/house-bill/1321,"112th Congress (2011-2012)","North Korea Sanctions and Diplomatic Nonrecognition Act of 2011"
"H.R. 2322",https://www.congress.gov/bill/112th-congress/house-bill/2322,"112th Congress (2011-2012)","Burt Lake Band of Ottawa and Chippewa Indians Reaffirmation Act"
"S. 1670",https://www.congress.gov/bill/112th-congress/senate-bill/1670,"112th Congress (2011-2012)","End Racial Profiling Act of 2011"
"H.R. 3618",https://www.congress.gov/bill/112th-congress/house-bill/3618,"112th Congress (2011-2012)","End Racial Profiling Act of 2011"
"S. 1569",https://www.congress.gov/bill/112th-congress/senate-bill/1569,"112th Congress (2011-2012)","Empowering Local Educational Decisionmaking Act of 2011"
"S. 1253",https://www.congress.gov/bill/112th-congress/senate-bill/1253,"112th Congress (2011-2012)","National Defense Authorization Act for Fiscal Year 2012"
"S. 1867",https://www.congress.gov/bill/112th-congress/senate-bill/1867,"112th Congress (2011-2012)","National Defense Authorization Act for Fiscal Year 2012"
"H.R. 1540",https://www.congress.gov/bill/112th-congress/house-bill/1540,"112th Congress (2011-2012)","National Defense Authorization Act for Fiscal Year 2012"
"S. 1255",https://www.congress.gov/bill/112th-congress/senate-bill/1255,"112th Congress (2011-2012)","Military Construction Authorization Act for Fiscal Year 2012"
"S. 919",https://www.congress.gov/bill/112th-congress/senate-bill/919,"112th Congress (2011-2012)","Successful, Safe, and Healthy Students Act of 2011"
"S. 3254",https://www.congress.gov/bill/112th-congress/senate-bill/3254,"112th Congress (2011-2012)","National Defense Authorization Act for Fiscal Year 2013"
