Date of Introduction,Sentiment Score
2019-08-02,-0.9937
2019-08-09,-0.8779
2019-08-20,0.9998
2019-09-09,0.8877
2019-09-10,-0.9873
2019-09-12,-0.9975
2019-09-16,0.9995
2019-09-23,0.9987
2019-09-26,1.0
2019-10-01,-0.9434
2019-10-16,0.9978
2019-10-17,0.9753
2019-10-21,-0.3612
2019-10-22,0.9442
2019-10-23,-0.9998
2019-10-24,0.9712
2019-10-31,-0.9971
2019-11-01,-0.6309
2019-11-07,-0.9796
2019-11-08,-0.9729
2019-11-13,-1.0
2019-11-14,-0.9999
2019-11-15,-0.9883
2019-12-04,0.8591
2019-12-16,-0.9925
2019-12-17,0.9978
2019-12-19,0.8973
2020-01-07,0.9945
2020-01-08,0.9993
2020-01-30,-0.9999
2020-02-05,-0.9999
2020-02-10,-0.9937
2020-02-12,0.9821
2020-02-13,-0.9669
2020-02-14,-0.9512
2020-02-21,0.741
2020-02-27,0.9509
2020-03-12,0.9788
2020-03-23,1.0
2020-03-26,1.0
2020-04-28,1.0
2020-05-14,-0.9797
2020-05-20,-0.9987
2020-05-22,-0.9989
2020-06-04,-0.9992
2020-06-08,0.9996
2020-06-11,0.9933
2020-06-22,0.9933
2020-06-23,0.7003
2020-06-25,-0.998
2020-07-01,0.9855
2020-07-15,1.0
2020-07-16,1.0
2020-07-22,-0.9992
2020-07-31,-0.9962
2020-08-07,0.8495
2020-09-23,1.0
2020-09-30,0.9995
2020-10-20,1.0
2020-10-21,0.8869
2020-11-27,0.4408
2020-12-01,0.9997
2020-12-02,-0.9985
2020-12-03,-0.9994
2020-12-28,0.9291
2021-01-04,0.7544
2021-01-06,-0.9595
2021-01-12,0.9986
2021-01-19,0.9295
2021-01-28,0.9291
2021-02-01,-0.2808
2021-02-03,-0.9726
2021-02-04,-0.8868
2021-02-05,-0.9965
2021-02-08,-0.9998
2021-02-11,0.9821
2021-02-18,0.9022
2021-02-23,0.994
2021-02-24,0.9995
2021-02-26,0.9849
2021-03-01,-0.9957
2021-03-02,0.8973
2021-03-03,-0.9853
2021-03-04,0.9995
2021-03-08,-1.0
2021-03-09,0.9963
2021-03-10,0.5859
2021-03-11,-0.0772
2021-03-16,0.9949
2021-03-17,0.9939
2021-03-25,-0.9933
2021-03-26,0.9993
2021-03-29,-0.9496
2021-04-08,0.9915
2021-04-12,0.9993
2021-04-13,0.9843
2021-04-14,-0.997
2021-04-15,0.9497
2021-04-16,1.0
2021-04-19,-0.996
2021-04-21,0.9926
2021-04-22,0.8787
2021-04-27,0.6808
2021-04-28,0.8455
2021-04-29,-0.9884
2021-05-07,0.9839
2021-05-11,0.5267
2021-05-12,-0.9777
2021-05-13,0.9937
2021-05-14,0.3885
2021-05-17,0.7783
2021-05-18,-0.2893
2021-05-20,-0.9998
2021-05-25,-0.9996
2021-05-26,-0.9999
2021-05-27,-0.9522
2021-05-28,-0.9828
2021-06-04,1.0
2021-06-10,0.9978
2021-06-11,0.9997
2021-06-17,0.9999
2021-06-22,0.9995
2021-06-24,0.9955
2021-06-29,-0.872
2021-06-30,-0.9271
2021-07-02,1.0
2021-07-13,-0.872
2021-07-15,1.0
2021-07-19,1.0
2021-07-20,0.9987
2021-07-29,0.9385
2021-07-30,-0.9906
2021-08-10,0.9807
2021-08-13,0.9901
2021-09-13,-0.9924
2021-09-14,1.0
2021-09-17,-0.993
2021-09-20,-0.9996
2021-09-22,1.0
2021-09-28,0.9976
2021-09-29,-0.9934
2021-09-30,0.9875
2021-10-05,0.9986
2021-10-07,0.9935
2021-10-08,-0.7024
2021-10-22,0.867
2021-10-25,1.0
2021-10-27,1.0
2021-10-28,-0.4115
2021-11-04,-0.9909
2021-11-17,-0.9994
2021-11-23,-0.9996
2021-12-09,-0.9995
2021-12-16,-0.7242
2022-01-10,0.8893
2022-02-02,-0.9987
2022-02-08,-0.4135
2022-02-11,-0.9625
2022-02-15,-0.9638
2022-02-22,-0.9251
2022-03-07,-0.8374
2022-03-08,0.9224
2022-03-15,-0.9993
2022-03-31,1.0
2022-04-01,-0.9683
2022-04-06,0.9062
2022-04-07,0.9442
2022-04-11,0.9811
2022-04-18,0.6209
2022-04-26,1.0
2022-05-03,-0.9999
2022-05-05,-0.9684
2022-05-09,-0.9875
2022-05-11,-0.9887
2022-05-16,1.0
2022-05-17,-0.998
2022-05-18,-0.9924
2022-05-19,-0.9971
2022-05-26,-0.999
2022-05-27,0.8271
2022-05-31,0.9997
2022-06-03,0.9804
2022-06-06,0.9061
2022-06-07,0.9893
2022-06-09,0.9974
2022-06-14,0.9981
2022-06-21,0.9224
2022-06-22,0.9996
2022-06-23,1.0
2022-06-30,1.0
2022-07-01,0.9873
2022-07-05,1.0
2022-07-11,0.7544
2022-07-14,0.9471
2022-07-18,1.0
2022-07-20,0.9935
2022-07-21,0.8894
2022-07-25,0.7673
2022-07-27,-0.9948
2022-07-28,1.0
2022-08-03,-0.9959
2022-08-12,0.8862
2022-08-23,-0.9975
2022-09-15,0.9959
2022-09-19,-0.9997
2022-09-20,-0.994
2022-09-22,-0.9892
2022-09-28,-0.9665
2022-09-29,-0.969
2022-09-30,-0.9875
2022-10-04,-0.575
2022-10-14,0.9917
2022-10-25,-0.9448
2022-11-14,0.9667
2022-11-16,0.8885
2022-12-06,-0.9931
2022-12-08,1.0
2022-12-14,0.9987
2022-12-19,-1.0
2022-12-20,-1.0
2022-12-27,-0.9999
